100 	 -4585.1049 
200 	 -4573.5326 
300 	 -4548.1223 
400 	 -4525.3410 
500 	 -4542.8995 
600 	 -4550.9376 
700 	 -4543.8652 
800 	 -4570.4109 
900 	 -4550.4225 
1000 	 -4585.2078 
1100 	 -4577.3788 
1200 	 -4583.5594 
1300 	 -4605.5086 
1400 	 -4615.4200 
1500 	 -4583.6069 
1600 	 -4534.2492 
1700 	 -4571.4911 
1800 	 -4580.2937 
1900 	 -4555.4327 
2000 	 -4567.5687 
2100 	 -4566.0038 
2200 	 -4547.9737 
2300 	 -4603.6717 
2400 	 -4611.0889 
2500 	 -4694.2189 
2600 	 -4678.6558 
2700 	 -4679.2889 
2800 	 -4650.4214 
2900 	 -4637.4849 
3000 	 -4677.2461 
3100 	 -4659.6974 
3200 	 -4592.8300 
3300 	 -4622.1237 
3400 	 -4626.0868 
3500 	 -4614.5996 
3600 	 -4625.5348 
3700 	 -4569.7752 
3800 	 -4625.0792 
3900 	 -4653.4614 
4000 	 -4637.6852 
4100 	 -4643.8673 
4200 	 -4619.5255 
4300 	 -4663.3843 
4400 	 -4631.8386 
4500 	 -4680.3524 
4600 	 -4722.1579 
4700 	 -4696.5022 
4800 	 -4729.6126 
4900 	 -4703.1835 
5000 	 -4707.8668 
5100 	 -4660.0768 
5200 	 -4673.0967 
5300 	 -4656.3795 
5400 	 -4627.9210 
5500 	 -4599.7806 
5600 	 -4648.8831 
5700 	 -4649.4773 
5800 	 -4665.3345 
5900 	 -4693.9727 
6000 	 -4726.4832 
6100 	 -4744.9909 
6200 	 -4788.9469 
6300 	 -4724.8673 
6400 	 -4724.9143 
6500 	 -4685.3320 
6600 	 -4721.0018 
6700 	 -4755.1232 
6800 	 -4810.7441 
6900 	 -4796.7949 
7000 	 -4737.2496 
7100 	 -4735.1629 
7200 	 -4733.8855 
7300 	 -4781.2227 
7400 	 -4789.1473 
7500 	 -4813.7562 
7600 	 -4817.4775 
7700 	 -4822.1009 
7800 	 -4788.4856 
7900 	 -4816.5778 
8000 	 -4843.6187 
8100 	 -4867.3389 
8200 	 -4829.6258 
8300 	 -4839.4063 
8400 	 -4856.7404 
8500 	 -4827.9999 
8600 	 -4789.4960 
8700 	 -4807.4737 
8800 	 -4822.8427 
8900 	 -4841.7963 
9000 	 -4852.5445 
9100 	 -4794.1774 
9200 	 -4795.4408 
9300 	 -4843.1092 
9400 	 -4861.5219 
9500 	 -4861.1394 
9600 	 -4874.9262 
9700 	 -4895.8931 
9800 	 -4925.8895 
9900 	 -4973.8736 
10000 	 -4988.7908 
10100 	 -4945.5981 
10200 	 -4916.3219 
10300 	 -4921.4063 
10400 	 -4911.1395 
10500 	 -4874.5853 
10600 	 -4874.5310 
10700 	 -4881.8810 
10800 	 -4891.6363 
10900 	 -4896.9142 
11000 	 -4912.6121 
11100 	 -4904.3068 
11200 	 -4929.8410 
11300 	 -4953.1665 
11400 	 -4984.0176 
11500 	 -4980.7061 
11600 	 -4938.8474 
11700 	 -4963.1656 
11800 	 -4955.5246 
11900 	 -4906.5723 
12000 	 -4930.7026 
12100 	 -4928.7367 
12200 	 -4857.1610 
12300 	 -4886.8174 
12400 	 -4817.6888 
12500 	 -4872.9481 
12600 	 -4894.4047 
12700 	 -4885.6957 
12800 	 -4923.2417 
12900 	 -4897.3522 
13000 	 -4892.6689 
13100 	 -4893.3622 
13200 	 -4838.7241 
13300 	 -4836.7701 
13400 	 -4760.9359 
13500 	 -4784.3831 
13600 	 -4744.1472 
13700 	 -4728.4061 
13800 	 -4750.2233 
13900 	 -4867.9914 
14000 	 -4923.5577 
14100 	 -4897.1107 
14200 	 -4911.9463 
14300 	 -4915.2124 
14400 	 -4877.7660 
14500 	 -4853.0504 
14600 	 -4857.4078 
14700 	 -4825.9871 
14800 	 -4812.0551 
14900 	 -4846.6835 
15000 	 -4846.4495 
15100 	 -4878.3125 
15200 	 -4932.9309 
15300 	 -4942.1183 
15400 	 -4939.3920 
15500 	 -4911.1468 
15600 	 -4917.1998 
15700 	 -4925.0586 
15800 	 -4901.7294 
15900 	 -4904.7184 
16000 	 -4881.9266 
16100 	 -4853.0225 
16200 	 -4887.5130 
16300 	 -4842.1109 
16400 	 -4846.9808 
16500 	 -4862.7402 
16600 	 -4851.7519 
16700 	 -4909.4545 
16800 	 -4914.8171 
16900 	 -4915.2172 
17000 	 -4930.1387 
17100 	 -4953.7774 
17200 	 -4901.9891 
17300 	 -4905.8510 
17400 	 -4926.3257 
17500 	 -4917.3863 
17600 	 -4942.2224 
17700 	 -4952.2746 
17800 	 -4916.1854 
17900 	 -4861.9952 
18000 	 -4877.2959 
18100 	 -4826.5819 
18200 	 -4876.5468 
18300 	 -4846.8424 
18400 	 -4843.3569 
18500 	 -4842.7350 
18600 	 -4834.5641 
18700 	 -4793.4512 
18800 	 -4854.0441 
18900 	 -4874.9529 
19000 	 -4835.5704 
19100 	 -4855.0431 
19200 	 -4865.4151 
19300 	 -4846.5908 
19400 	 -4807.5877 
19500 	 -4811.5955 
19600 	 -4835.6643 
19700 	 -4846.6731 
19800 	 -4851.4884 
19900 	 -4886.9112 
20000 	 -4858.1232 
20100 	 -4869.2450 
20200 	 -4907.4877 
20300 	 -4954.8636 
20400 	 -4942.2690 
20500 	 -5004.3931 
20600 	 -4980.6333 
20700 	 -4959.0934 
20800 	 -4942.9824 
20900 	 -4882.6145 
21000 	 -4857.1325 
21100 	 -4916.5311 
21200 	 -4894.3503 
21300 	 -4912.1722 
21400 	 -4912.5805 
21500 	 -4939.9299 
21600 	 -4923.4478 
21700 	 -4885.8822 
21800 	 -4879.1104 
21900 	 -4871.2521 
22000 	 -4846.9889 
22100 	 -4870.2887 
22200 	 -4814.2051 
22300 	 -4782.7933 
22400 	 -4827.9125 
22500 	 -4849.4257 
22600 	 -4896.8849 
22700 	 -4898.4300 
22800 	 -4887.3311 
22900 	 -4920.3260 
