23000 	 -4929.5851 
23100 	 -4961.0590 
23200 	 -4904.5845 
23300 	 -4913.8577 
23400 	 -4893.3502 
23500 	 -4872.0999 
23600 	 -4799.1635 
23700 	 -4844.1789 
23800 	 -4857.2238 
23900 	 -4852.7959 
24000 	 -4937.0545 
24100 	 -4932.0827 
24200 	 -4903.7197 
24300 	 -4917.5152 
24400 	 -4917.0623 
24500 	 -4929.6231 
24600 	 -4911.2961 
24700 	 -4900.8126 
24800 	 -4872.0052 
24900 	 -4894.1473 
25000 	 -4926.5634 
25100 	 -4936.8213 
25200 	 -4873.3118 
25300 	 -4926.9161 
25400 	 -4915.6954 
25500 	 -4905.3008 
25600 	 -4890.1921 
25700 	 -4882.1300 
25800 	 -4916.5499 
25900 	 -4886.9469 
26000 	 -4850.5461 
26100 	 -4859.8111 
26200 	 -4846.7970 
26300 	 -4842.1241 
26400 	 -4858.2108 
26500 	 -4826.8505 
26600 	 -4795.8374 
26700 	 -4811.9221 
26800 	 -4888.6634 
26900 	 -4909.6700 
27000 	 -4933.4484 
27100 	 -4977.5063 
27200 	 -4992.3263 
27300 	 -4977.7844 
27400 	 -4966.7665 
27500 	 -4972.1345 
27600 	 -4947.9832 
27700 	 -4974.7886 
27800 	 -4973.9220 
27900 	 -4942.2304 
28000 	 -4943.4810 
28100 	 -4932.4172 
28200 	 -4962.9499 
28300 	 -4951.6520 
28400 	 -4942.7002 
28500 	 -4982.3862 
28600 	 -4983.9897 
28700 	 -4983.2188 
28800 	 -4997.9833 
28900 	 -5056.4832 
29000 	 -5022.3178 
29100 	 -4990.2883 
29200 	 -4955.9855 
29300 	 -4922.5797 
29400 	 -4918.2425 
29500 	 -4901.2145 
29600 	 -4864.5383 
29700 	 -4869.5219 
29800 	 -4922.5511 
29900 	 -4917.4126 
30000 	 -4928.8228 
